2025-12-10T18:17:23.886Z [debug]: Order 5918041506027 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918795366635 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918804639979 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918811586795 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918823481579 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918833541355 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918837113067 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918849761515 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.406Z [debug]: Order 5918866211051 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.590Z [debug]: Order 5918867816683 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:25.590Z [debug]: Order 5918870143211 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.590Z [debug]: Order 5918875779307 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.590Z [debug]: Order 5918881939691 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918889148651 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918898979051 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918905499883 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918905794795 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918926242027 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918927552747 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918968938731 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918972641515 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918980473067 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.591Z [debug]: Order 5918991057131 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.803Z [debug]: Order 5918993711339 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:25.803Z [debug]: Order 5919016780011 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.803Z [debug]: Order 5919023988971 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.803Z [debug]: Order 5919030149355 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.804Z [debug]: Order 5919031984363 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.992Z [debug]: Order 5919046435051 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery, cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:25.992Z [debug]: Order 5919058362603 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.993Z [debug]: Order 5919063343339 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.993Z [debug]: Order 5919087001835 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.993Z [debug]: Order 5919099191531 (Date: 2024-09-13): Payment Gateways: [GoKwik Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:25.993Z [debug]: Order 5919102992619 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.994Z [debug]: Order 5919117541611 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:25.994Z [debug]: Order 5919131730155 (Date: 2024-09-13): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
